id,name
1,人材育成
2,組織開発
3,行政マネジメント
4,情報技術
5,行政改革
6,デジタル化
7,ガバナンス
8,公共サービス
9,行政サービス
10,情報システム
11,広報・啓発
12,利用促進
13,本人確認
14,社会インフラ
15,ITサービス
16,行政DX
17,情報システム開発・運用
18,業務効率化
19,文書管理
20,法令
21,サイバーセキュリティ
22,ITインフラ
23,情報通信技術（ICT）
24,システム開発・運用
25,情報通信
26,システム運用
27,行政システム開発
28,クラウドコンピューティング
29,公共サービスDX
30,認証システム開発
31,IT/デジタルサービス
32,標準化
33,防災
34,インフラ整備
35,国際関係
36,外交
37,健康・医療
38,公衆衛生
39,国際協力
40,感染症対策
41,水資源管理
42,環境保全
43,持続可能な開発
44,地域振興
45,公共政策
46,地方創生
47,デジタルトランスフォーメーション
48,地域活性化
49,文化遺産
50,遺産保護
51,学術研究
52,歴史
53,社会問題解決
54,政策推進
55,調査研究
56,行政連携
57,情報提供
58,AI・データ分析
59,研究開発
60,危機管理
61,政策提言
62,安全保障
63,国民保護
64,広報
65,情報発信
66,防衛
67,宇宙開発
68,情報収集
69,地域振興・中小企業支援
70,法執行
71,公共安全
72,防犯
73,社会福祉
74,人権擁護
75,コミュニティ形成
76,行政
77,ID管理
78,観光
79,経済
80,社会課題解決
81,地理空間情報
82,情報基盤整備
83,産業振興
84,イベントプロモーション
85,観光振興
86,NPO支援
87,情報管理
88,歴史・文化
89,国際広報
90,ブランディング
91,投資促進
92,社会調査
93,文化振興
94,教育・啓発
95,民族支援
96,地域連携
97,多文化共生
98,公共調達
99,法務
100,経済活性化
101,地方分権
102,地域政策
103,施設管理
104,公民連携
105,市民活動支援
106,法制・行政
107,社会貢献促進
108,民間公益活動支援
109,子ども若者支援
110,生活困難者支援
111,地域活性化支援
112,ソーシャルセクター人材育成
113,経済分析
114,政策支援
115,啓発
116,金融
117,政策研究
118,SDGs推進
119,脱炭素化
120,まちづくり
121,自治体支援
122,教育
123,人材支援
124,経営コンサルティング
125,DX推進
126,EBPM推進
127,データ利活用
128,デジタルリテラシー向上
129,ビジネス支援
130,デジタル活用
131,コミュニティ形成支援
132,マッチング支援
133,官民連携推進
134,テレワーク
135,働き方改革
136,人材流動化
137,経済支援
138,生活支援
139,財政支援
140,経済政策
141,国際経済
142,経済振興
143,都市計画
144,物流
145,農業
146,構造改革
147,雇用促進
148,税制優遇
149,都市開発
150,政策評価
151,広報啓発
152,税制
153,寄付促進
154,デジタル変革（DX）
155,農林水産業
156,IT/デジタル
157,行政支援
158,デジタル推進
159,地域創生
160,スマートシティ
161,デジタルヘルス
162,金融・資産運用
163,政策・行政
164,移住支援
165,人口政策
166,広報・プロモーション
167,デジタルマーケティング
168,都市再生
169,EBPM
170,技術支援
171,情報基盤
172,文化財保護
173,産業史
174,研究
175,雇用創出
176,科学技術イノベーション
177,医療
178,科学技術
179,イノベーション
180,社会実装
181,政策
182,国際連携
183,環境安全保障
184,防災教育
185,防災啓発
186,災害対策
187,災害復興支援
188,情報共有・研修
189,IT活用
190,福祉
191,減災
192,情報伝達
193,災害支援
194,社会保障
195,復興支援
196,事業継続
197,原子力防災
198,要配慮者支援
199,放射線防護
200,備蓄
201,複合災害対策
202,原子力安全
203,教育・訓練
204,政策実行
205,課題解決
206,公共交通
207,政策立案
208,歯科医療
209,障害者医療
210,水道事業
211,廃棄物処理
212,リサイクル
213,3R推進
214,循環型社会形成
215,環境保護
216,歴史・文化継承
217,公園管理・運営
218,林業
219,水産業
220,安全対策
221,経営支援
222,食料供給
223,農業振興
224,社会インフラ整備
225,国土保全
226,住生活改善
227,安全
228,地域課題解決
229,交通インフラ整備
230,生活環境改善
231,経済発展
232,交通安全
233,地域開発
234,土地利用
235,事業開発
236,中小企業支援
237,貧困対策
238,産業創出
239,定住促進
240,平和推進
241,防災・安全対策
242,土地・不動産
243,情報技術・デジタル化
244,地域安全
245,製造業
246,社会基盤整備
247,電力
248,インフラ
249,地方行政
250,雇用支援
251,労働環境改善
252,沖縄振興
253,事業推進
254,社会啓発
255,ユニバーサルデザイン
256,人権啓発
257,国際交流
258,ジェンダー平等推進
259,広報・情報発信
260,男女共同参画
261,社会教育
262,ジェンダー平等
263,政治
264,社会変革
265,食品安全
266,科学研究
267,リスク評価
268,女性活躍推進
269,キャリア支援
270,就労支援
271,相談支援
272,デジタル人材育成
273,労働政策
274,リスクコミュニケーション
275,公益活動支援
276,法人運営支援
277,経済統計
278,政策分析
279,研修
280,文化
281,施設運営
282,イベント
283,文化・歴史
284,広報・マーケティング
285,測位
286,リモートセンシング
287,宇宙開発・利用
288,防災・減災
289,啓発活動
290,海洋政策
291,国際平和協力
292,平和維持活動
293,人道支援
294,平和構築
295,平和維持
296,科学
297,学術
298,交流
299,社会貢献
300,人材活用
301,再就職支援
302,組織人事
303,科学技術研究開発
304,イノベーション創出
305,政策・制度設計
306,環境
307,エネルギー
308,食料・農業
309,産学連携
310,公文書管理
311,歴史資料保存
312,情報公開・利用促進
313,財政政策
314,マクロ経済
315,社会保障政策
316,社会基盤
317,社会政策
318,政策立案支援
319,地球規模課題解決
320,スタートアップ支援
321,科学技術政策
322,データ分析
323,研究開発マネジメント
324,情報公開
325,技術導入
326,SDGs
327,教育・研究
328,イノベーション推進
329,政策・制度改革
330,大学経営
331,産学官連携
332,科学技術・イノベーション
333,健康
334,介護
335,予防
336,医療技術
337,インフラ整備・維持管理
338,組織連携
339,住民啓発
